track_id, year, month, day, hour, i, j, lon, lat, prgamax, maxcolwamax, maxcolreflmax, prmax, helicitymaxmax, wsgsmaxmax, sfcWindmaxmax, prmean
67, 2013, 11, 24, 5, 1112, 493, 152.500000, -25.970000, 8.508181e-09, 1.591695e+01, 5.875000e+01, 1.240091e-02, 1.016594e+02, 1.675000e+01, 7.754463e+00, 8.346057e-03
68, 2013, 11, 24, 4, 1108, 496, 152.340000, -25.850000, 1.731912e-09, 1.323635e+01, 5.837500e+01, 8.941352e-03, 8.538039e+01, 1.462891e+01, 7.371094e+00, 4.831521e-03
68, 2013, 11, 24, 5, 1112, 493, 152.500000, -25.970000, 8.508181e-09, 1.591695e+01, 5.875000e+01, 1.240091e-02, 1.016594e+02, 1.675000e+01, 7.754463e+00, 8.346057e-03
69, 2013, 11, 24, 4, 1116, 499, 152.660000, -25.730000, 5.455738e-09, 1.180601e+01, 5.712500e+01, 5.358130e-03, 8.646986e+01, 1.428516e+01, 7.048576e+00, 1.628658e-03
69, 2013, 11, 24, 5, 1117, 498, 152.700000, -25.770000, 2.529456e-09, 1.046828e+01, 5.587500e+01, 5.376652e-03, 9.396902e+01, 1.633984e+01, 7.094627e+00, 3.885837e-03
70, 2013, 11, 24, 4, 1114, 501, 152.580000, -25.650000, 5.455738e-09, 1.478512e+01, 5.837500e+01, 1.130047e-02, 1.026719e+02, 1.426953e+01, 7.048576e+00, 4.307169e-03
70, 2013, 11, 24, 5, 1117, 498, 152.700000, -25.770000, 2.529456e-09, 1.046828e+01, 5.587500e+01, 5.376652e-03, 9.396902e+01, 1.633984e+01, 7.094627e+00, 3.885837e-03
71, 2013, 11, 25, 0, 1155, 568, 154.220000, -22.970000, 4.729299e-09, 1.335916e+01, 5.475000e+01, 2.889305e-03, 9.382451e+01, 1.863281e+01, 1.420135e+01, 6.079801e-04
71, 2013, 11, 25, 1, 1156, 568, 154.260000, -22.970000, 3.080298e-10, 1.271002e+01, 5.550000e+01, 3.493458e-03, 8.747307e+01, 1.962500e+01, 1.425253e+01, 1.468408e-03
72, 2013, 11, 25, 0, 1151, 569, 154.060000, -22.930000, 2.465142e-10, 1.379338e+01, 5.525000e+01, 3.485560e-03, 1.022599e+02, 1.883984e+01, 1.397420e+01, 1.714075e-03
72, 2013, 11, 25, 1, 1156, 568, 154.260000, -22.970000, 3.080298e-10, 1.271002e+01, 5.550000e+01, 3.493458e-03, 8.747307e+01, 1.962500e+01, 1.425253e+01, 1.468408e-03
73, 2013, 11, 25, 0, 1196, 578, 155.860000, -22.570000, 5.563518e-10, 1.436796e+01, 5.825000e+01, 6.617427e-03, 8.880143e+01, 1.543359e+01, 1.155112e+01, 1.113227e-03
73, 2013, 11, 25, 1, 1197, 578, 155.900000, -22.570000, 2.160927e-09, 1.428106e+01, 5.887500e+01, 8.848473e-03, 9.772968e+01, 1.774609e+01, 1.427116e+01, 5.453446e-03
74, 2013, 11, 25, 0, 1193, 580, 155.740000, -22.490000, 7.638717e-10, 1.436796e+01, 5.850000e+01, 8.492060e-03, 8.656457e+01, 1.543359e+01, 1.156986e+01, 4.697106e-03
74, 2013, 11, 25, 1, 1197, 578, 155.900000, -22.570000, 2.160927e-09, 1.428106e+01, 5.887500e+01, 8.848473e-03, 9.772968e+01, 1.774609e+01, 1.427116e+01, 5.453446e-03
75, 2013, 11, 29, 6, 1057, 397, 150.300000, -29.810000, 2.060504e-08, 9.565325e+00, 5.637500e+01, 3.695741e-03, 7.835812e+01, 1.257422e+01, 6.148743e+00, 6.555890e-04
75, 2013, 11, 29, 7, 1058, 397, 150.340000, -29.810000, 1.642333e-08, 1.202444e+01, 5.662500e+01, 5.275875e-03, 8.899839e+01, 1.236719e+01, 6.664948e+00, 2.174609e-03
